,count,distance,region,service,group,time,colors,bins
4,0.0,8.0,Wellington Western Suburbs,EM_hubs,social_deprivation_6-10,0,#440154,8+
5,0.0,,Wellington Western Suburbs,EM_hubs,social_deprivation_6-10,0,black,isolated
0,969.0,0.0,Wellington Southern Suburbs,EM_hubs,social_deprivation_6-10,0,#79D151,0-2
1,147.0,2.0,Wellington Southern Suburbs,EM_hubs,social_deprivation_6-10,0,#22A784,2-4
2,0.0,4.0,Wellington Southern Suburbs,EM_hubs,social_deprivation_6-10,0,#29788E,4-6
3,0.0,6.0,Wellington Southern Suburbs,EM_hubs,social_deprivation_6-10,0,#404387,6-8
4,0.0,8.0,Wellington Southern Suburbs,EM_hubs,social_deprivation_6-10,0,#440154,8+
5,0.0,,Wellington Southern Suburbs,EM_hubs,social_deprivation_6-10,0,black,isolated
0,0.0,0.0,Wellington Airport,EM_hubs,social_deprivation_6-10,0,#79D151,0-2
1,0.0,2.0,Wellington Airport,EM_hubs,social_deprivation_6-10,0,#22A784,2-4
2,0.0,4.0,Wellington Airport,EM_hubs,social_deprivation_6-10,0,#29788E,4-6
3,0.0,6.0,Wellington Airport,EM_hubs,social_deprivation_6-10,0,#404387,6-8
4,0.0,8.0,Wellington Airport,EM_hubs,social_deprivation_6-10,0,#440154,8+
5,0.0,,Wellington Airport,EM_hubs,social_deprivation_6-10,0,black,isolated
0,110856.0,0.0,All,supermarket,social_deprivation_6-10,0,#79D151,0-2
1,34494.0,2.0,All,supermarket,social_deprivation_6-10,0,#22A784,2-4
2,1938.0,4.0,All,supermarket,social_deprivation_6-10,0,#29788E,4-6
3,4941.0,6.0,All,supermarket,social_deprivation_6-10,0,#404387,6-8
4,10422.0,8.0,All,supermarket,social_deprivation_6-10,0,#440154,8+
5,0.0,,All,supermarket,social_deprivation_6-10,0,black,isolated
0,8865.0,0.0,Kapiti Coast,supermarket,social_deprivation_6-10,0,#79D151,0-2
1,5562.0,2.0,Kapiti Coast,supermarket,social_deprivation_6-10,0,#22A784,2-4
2,348.0,4.0,Kapiti Coast,supermarket,social_deprivation_6-10,0,#29788E,4-6
3,0.0,6.0,Kapiti Coast,supermarket,social_deprivation_6-10,0,#404387,6-8
4,474.0,8.0,Kapiti Coast,supermarket,social_deprivation_6-10,0,#440154,8+
5,0.0,,Kapiti Coast,supermarket,social_deprivation_6-10,0,black,isolated
0,3387.0,0.0,Levin,supermarket,social_deprivation_6-10,0,#79D151,0-2
1,1761.0,2.0,Levin,supermarket,social_deprivation_6-10,0,#22A784,2-4
2,0.0,4.0,Levin,supermarket,social_deprivation_6-10,0,#29788E,4-6
3,0.0,6.0,Levin,supermarket,social_deprivation_6-10,0,#404387,6-8
4,0.0,8.0,Levin,supermarket,social_deprivation_6-10,0,#440154,8+
5,0.0,,Levin,supermarket,social_deprivation_6-10,0,black,isolated
0,4749.0,0.0,Miramar,supermarket,social_deprivation_6-10,0,#79D151,0-2
1,261.0,2.0,Miramar,supermarket,social_deprivation_6-10,0,#22A784,2-4
2,0.0,4.0,Miramar,supermarket,social_deprivation_6-10,0,#29788E,4-6
3,0.0,6.0,Miramar,supermarket,social_deprivation_6-10,0,#404387,6-8
4,0.0,8.0,Miramar,supermarket,social_deprivation_6-10,0,#440154,8+
5,0.0,,Miramar,supermarket,social_deprivation_6-10,0,black,isolated
0,11223.0,0.0,Upper Hutt,supermarket,social_deprivation_6-10,0,#79D151,0-2
1,9510.0,2.0,Upper Hutt,supermarket,social_deprivation_6-10,0,#22A784,2-4
2,933.0,4.0,Upper Hutt,supermarket,social_deprivation_6-10,0,#29788E,4-6
3,0.0,6.0,Upper Hutt,supermarket,social_deprivation_6-10,0,#404387,6-8
4,0.0,8.0,Upper Hutt,supermarket,social_deprivation_6-10,0,#440154,8+
5,0.0,,Upper Hutt,supermarket,social_deprivation_6-10,0,black,isolated
0,0.0,0.0,Wainuiomata,supermarket,social_deprivation_6-10,0,#79D151,0-2
1,0.0,2.0,Wainuiomata,supermarket,social_deprivation_6-10,0,#22A784,2-4
2,285.0,4.0,Wainuiomata,supermarket,social_deprivation_6-10,0,#29788E,4-6
3,4941.0,6.0,Wainuiomata,supermarket,social_deprivation_6-10,0,#404387,6-8
4,9948.0,8.0,Wainuiomata,supermarket,social_deprivation_6-10,0,#440154,8+
5,0.0,,Wainuiomata,supermarket,social_deprivation_6-10,0,black,isolated
0,14238.0,0.0,Wellington RORO & CBD,supermarket,social_deprivation_6-10,0,#79D151,0-2
1,0.0,2.0,Wellington RORO & CBD,supermarket,social_deprivation_6-10,0,#22A784,2-4
2,0.0,4.0,Wellington RORO & CBD,supermarket,social_deprivation_6-10,0,#29788E,4-6
3,0.0,6.0,Wellington RORO & CBD,supermarket,social_deprivation_6-10,0,#404387,6-8
4,0.0,8.0,Wellington RORO & CBD,supermarket,social_deprivation_6-10,0,#440154,8+
5,0.0,,Wellington RORO & CBD,supermarket,social_deprivation_6-10,0,black,isolated
0,0.0,0.0,Porirua North,supermarket,social_deprivation_6-10,0,#79D151,0-2
1,0.0,2.0,Porirua North,supermarket,social_deprivation_6-10,0,#22A784,2-4
2,0.0,4.0,Porirua North,supermarket,social_deprivation_6-10,0,#29788E,4-6
3,0.0,6.0,Porirua North,supermarket,social_deprivation_6-10,0,#404387,6-8
4,0.0,8.0,Porirua North,supermarket,social_deprivation_6-10,0,#440154,8+
5,0.0,,Porirua North,supermarket,social_deprivation_6-10,0,black,isolated
0,4272.0,0.0,Titahi Bay,supermarket,social_deprivation_6-10,0,#79D151,0-2
1,0.0,2.0,Titahi Bay,supermarket,social_deprivation_6-10,0,#22A784,2-4
2,0.0,4.0,Titahi Bay,supermarket,social_deprivation_6-10,0,#29788E,4-6
3,0.0,6.0,Titahi Bay,supermarket,social_deprivation_6-10,0,#404387,6-8
4,0.0,8.0,Titahi Bay,supermarket,social_deprivation_6-10,0,#440154,8+
5,0.0,,Titahi Bay,supermarket,social_deprivation_6-10,0,black,isolated
0,8583.0,0.0,Porirua East,supermarket,social_deprivation_6-10,0,#79D151,0-2
1,10350.0,2.0,Porirua East,supermarket,social_deprivation_6-10,0,#22A784,2-4
2,0.0,4.0,Porirua East,supermarket,social_deprivation_6-10,0,#29788E,4-6
3,0.0,6.0,Porirua East,supermarket,social_deprivation_6-10,0,#404387,6-8
4,0.0,8.0,Porirua East,supermarket,social_deprivation_6-10,0,#440154,8+
5,0.0,,Porirua East,supermarket,social_deprivation_6-10,0,black,isolated
0,2226.0,0.0,Porirua CBD,supermarket,social_deprivation_6-10,0,#79D151,0-2
1,111.0,2.0,Porirua CBD,supermarket,social_deprivation_6-10,0,#22A784,2-4
2,0.0,4.0,Porirua CBD,supermarket,social_deprivation_6-10,0,#29788E,4-6
3,0.0,6.0,Porirua CBD,supermarket,social_deprivation_6-10,0,#404387,6-8
4,0.0,8.0,Porirua CBD,supermarket,social_deprivation_6-10,0,#440154,8+
5,0.0,,Porirua CBD,supermarket,social_deprivation_6-10,0,black,isolated
0,2112.0,0.0,Petone,supermarket,social_deprivation_6-10,0,#79D151,0-2
1,255.0,2.0,Petone,supermarket,social_deprivation_6-10,0,#22A784,2-4
2,0.0,4.0,Petone,supermarket,social_deprivation_6-10,0,#29788E,4-6
3,0.0,6.0,Petone,supermarket,social_deprivation_6-10,0,#404387,6-8
4,0.0,8.0,Petone,supermarket,social_deprivation_6-10,0,#440154,8+
5,0.0,,Petone,supermarket,social_deprivation_6-10,0,black,isolated
0,23928.0,0.0,Lower Hutt,supermarket,social_deprivation_6-10,0,#79D151,0-2
1,4194.0,2.0,Lower Hutt,supermarket,social_deprivation_6-10,0,#22A784,2-4
2,0.0,4.0,Lower Hutt,supermarket,social_deprivation_6-10,0,#29788E,4-6
3,0.0,6.0,Lower Hutt,supermarket,social_deprivation_6-10,0,#404387,6-8
4,0.0,8.0,Lower Hutt,supermarket,social_deprivation_6-10,0,#440154,8+
5,0.0,,Lower Hutt,supermarket,social_deprivation_6-10,0,black,isolated
0,0.0,0.0,Western Hutt Hills,supermarket,social_deprivation_6-10,0,#79D151,0-2
1,99.0,2.0,Western Hutt Hills,supermarket,social_deprivation_6-10,0,#22A784,2-4
2,135.0,4.0,Western Hutt Hills,supermarket,social_deprivation_6-10,0,#29788E,4-6
3,0.0,6.0,Western Hutt Hills,supermarket,social_deprivation_6-10,0,#404387,6-8
4,0.0,8.0,Western Hutt Hills,supermarket,social_deprivation_6-10,0,#440154,8+
5,0.0,,Western Hutt Hills,supermarket,social_deprivation_6-10,0,black,isolated
0,1218.0,0.0,Karori,supermarket,social_deprivation_6-10,0,#79D151,0-2
1,651.0,2.0,Karori,supermarket,social_deprivation_6-10,0,#22A784,2-4
2,0.0,4.0,Karori,supermarket,social_deprivation_6-10,0,#29788E,4-6
3,0.0,6.0,Karori,supermarket,social_deprivation_6-10,0,#404387,6-8
4,0.0,8.0,Karori,supermarket,social_deprivation_6-10,0,#440154,8+
5,0.0,,Karori,supermarket,social_deprivation_6-10,0,black,isolated
0,6303.0,0.0,Johnsonville,supermarket,social_deprivation_6-10,0,#79D151,0-2
1,0.0,2.0,Johnsonville,supermarket,social_deprivation_6-10,0,#22A784,2-4
2,0.0,4.0,Johnsonville,supermarket,social_deprivation_6-10,0,#29788E,4-6
3,0.0,6.0,Johnsonville,supermarket,social_deprivation_6-10,0,#404387,6-8
4,0.0,8.0,Johnsonville,supermarket,social_deprivation_6-10,0,#440154,8+
5,0.0,,Johnsonville,supermarket,social_deprivation_6-10,0,black,isolated
0,13290.0,0.0,Newtown,supermarket,social_deprivation_6-10,0,#79D151,0-2
1,213.0,2.0,Newtown,supermarket,social_deprivation_6-10,0,#22A784,2-4
2,0.0,4.0,Newtown,supermarket,social_deprivation_6-10,0,#29788E,4-6
3,0.0,6.0,Newtown,supermarket,social_deprivation_6-10,0,#404387,6-8
4,0.0,8.0,Newtown,supermarket,social_deprivation_6-10,0,#440154,8+
5,0.0,,Newtown,supermarket,social_deprivation_6-10,0,black,isolated
0,4002.0,0.0,Stokes Valley,supermarket,social_deprivation_6-10,0,#79D151,0-2
1,153.0,2.0,Stokes Valley,supermarket,social_deprivation_6-10,0,#22A784,2-4
2,0.0,4.0,Stokes Valley,supermarket,social_deprivation_6-10,0,#29788E,4-6
3,0.0,6.0,Stokes Valley,supermarket,social_deprivation_6-10,0,#404387,6-8
4,0.0,8.0,Stokes Valley,supermarket,social_deprivation_6-10,0,#440154,8+
5,0.0,,Stokes Valley,supermarket,social_deprivation_6-10,0,black,isolated
0,0.0,0.0,Eastbourne,supermarket,social_deprivation_6-10,0,#79D151,0-2
1,0.0,2.0,Eastbourne,supermarket,social_deprivation_6-10,0,#22A784,2-4
2,0.0,4.0,Eastbourne,supermarket,social_deprivation_6-10,0,#29788E,4-6
3,0.0,6.0,Eastbourne,supermarket,social_deprivation_6-10,0,#404387,6-8
4,0.0,8.0,Eastbourne,supermarket,social_deprivation_6-10,0,#440154,8+
5,0.0,,Eastbourne,supermarket,social_deprivation_6-10,0,black,isolated
0,2295.0,0.0,Tawa,supermarket,social_deprivation_6-10,0,#79D151,0-2
1,102.0,2.0,Tawa,supermarket,social_deprivation_6-10,0,#22A784,2-4
2,90.0,4.0,Tawa,supermarket,social_deprivation_6-10,0,#29788E,4-6
3,0.0,6.0,Tawa,supermarket,social_deprivation_6-10,0,#404387,6-8
4,0.0,8.0,Tawa,supermarket,social_deprivation_6-10,0,#440154,8+
5,0.0,,Tawa,supermarket,social_deprivation_6-10,0,black,isolated
0,165.0,0.0,Wellington Western Suburbs,supermarket,social_deprivation_6-10,0,#79D151,0-2
1,303.0,2.0,Wellington Western Suburbs,supermarket,social_deprivation_6-10,0,#22A784,2-4
2,0.0,4.0,Wellington Western Suburbs,supermarket,social_deprivation_6-10,0,#29788E,4-6
3,0.0,6.0,Wellington Western Suburbs,supermarket,social_deprivation_6-10,0,#404387,6-8
4,0.0,8.0,Wellington Western Suburbs,supermarket,social_deprivation_6-10,0,#440154,8+
5,0.0,,Wellington Western Suburbs,supermarket,social_deprivation_6-10,0,black,isolated
0,0.0,0.0,Wellington Southern Suburbs,supermarket,social_deprivation_6-10,0,#79D151,0-2
1,969.0,2.0,Wellington Southern Suburbs,supermarket,social_deprivation_6-10,0,#22A784,2-4
2,147.0,4.0,Wellington Southern Suburbs,supermarket,social_deprivation_6-10,0,#29788E,4-6
3,0.0,6.0,Wellington Southern Suburbs,supermarket,social_deprivation_6-10,0,#404387,6-8
4,0.0,8.0,Wellington Southern Suburbs,supermarket,social_deprivation_6-10,0,#440154,8+
5,0.0,,Wellington Southern Suburbs,supermarket,social_deprivation_6-10,0,black,isolated
0,0.0,0.0,Wellington Airport,supermarket,social_deprivation_6-10,0,#79D151,0-2
1,0.0,2.0,Wellington Airport,supermarket,social_deprivation_6-10,0,#22A784,2-4
2,0.0,4.0,Wellington Airport,supermarket,social_deprivation_6-10,0,#29788E,4-6
3,0.0,6.0,Wellington Airport,supermarket,social_deprivation_6-10,0,#404387,6-8
4,0.0,8.0,Wellington Airport,supermarket,social_deprivation_6-10,0,#440154,8+
5,0.0,,Wellington Airport,supermarket,social_deprivation_6-10,0,black,isolated
0,125025.0,0.0,All,fuel_station,social_deprivation_6-10,0,#79D151,0-2
1,33996.0,2.0,All,fuel_station,social_deprivation_6-10,0,#22A784,2-4
2,3156.0,4.0,All,fuel_station,social_deprivation_6-10,0,#29788E,4-6
3,0.0,6.0,All,fuel_station,social_deprivation_6-10,0,#404387,6-8
4,474.0,8.0,All,fuel_station,social_deprivation_6-10,0,#440154,8+
5,0.0,,All,fuel_station,social_deprivation_6-10,0,black,isolated
0,8967.0,0.0,Kapiti Coast,fuel_station,social_deprivation_6-10,0,#79D151,0-2
1,4650.0,2.0,Kapiti Coast,fuel_station,social_deprivation_6-10,0,#22A784,2-4
2,1158.0,4.0,Kapiti Coast,fuel_station,social_deprivation_6-10,0,#29788E,4-6
3,0.0,6.0,Kapiti Coast,fuel_station,social_deprivation_6-10,0,#404387,6-8
4,474.0,8.0,Kapiti Coast,fuel_station,social_deprivation_6-10,0,#440154,8+
5,0.0,,Kapiti Coast,fuel_station,social_deprivation_6-10,0,black,isolated
0,2652.0,0.0,Levin,fuel_station,social_deprivation_6-10,0,#79D151,0-2
1,1884.0,2.0,Levin,fuel_station,social_deprivation_6-10,0,#22A784,2-4
2,612.0,4.0,Levin,fuel_station,social_deprivation_6-10,0,#29788E,4-6
3,0.0,6.0,Levin,fuel_station,social_deprivation_6-10,0,#404387,6-8
4,0.0,8.0,Levin,fuel_station,social_deprivation_6-10,0,#440154,8+
5,0.0,,Levin,fuel_station,social_deprivation_6-10,0,black,isolated
0,4260.0,0.0,Miramar,fuel_station,social_deprivation_6-10,0,#79D151,0-2
1,750.0,2.0,Miramar,fuel_station,social_deprivation_6-10,0,#22A784,2-4
2,0.0,4.0,Miramar,fuel_station,social_deprivation_6-10,0,#29788E,4-6
3,0.0,6.0,Miramar,fuel_station,social_deprivation_6-10,0,#404387,6-8
4,0.0,8.0,Miramar,fuel_station,social_deprivation_6-10,0,#440154,8+
5,0.0,,Miramar,fuel_station,social_deprivation_6-10,0,black,isolated
0,18411.0,0.0,Upper Hutt,fuel_station,social_deprivation_6-10,0,#79D151,0-2
1,3255.0,2.0,Upper Hutt,fuel_station,social_deprivation_6-10,0,#22A784,2-4
2,0.0,4.0,Upper Hutt,fuel_station,social_deprivation_6-10,0,#29788E,4-6
3,0.0,6.0,Upper Hutt,fuel_station,social_deprivation_6-10,0,#404387,6-8
4,0.0,8.0,Upper Hutt,fuel_station,social_deprivation_6-10,0,#440154,8+
5,0.0,,Upper Hutt,fuel_station,social_deprivation_6-10,0,black,isolated
0,8580.0,0.0,Wainuiomata,fuel_station,social_deprivation_6-10,0,#79D151,0-2
1,6369.0,2.0,Wainuiomata,fuel_station,social_deprivation_6-10,0,#22A784,2-4
2,225.0,4.0,Wainuiomata,fuel_station,social_deprivation_6-10,0,#29788E,4-6
3,0.0,6.0,Wainuiomata,fuel_station,social_deprivation_6-10,0,#404387,6-8
4,0.0,8.0,Wainuiomata,fuel_station,social_deprivation_6-10,0,#440154,8+
5,0.0,,Wainuiomata,fuel_station,social_deprivation_6-10,0,black,isolated
0,13725.0,0.0,Wellington RORO & CBD,fuel_station,social_deprivation_6-10,0,#79D151,0-2
1,513.0,2.0,Wellington RORO & CBD,fuel_station,social_deprivation_6-10,0,#22A784,2-4
2,0.0,4.0,Wellington RORO & CBD,fuel_station,social_deprivation_6-10,0,#29788E,4-6
3,0.0,6.0,Wellington RORO & CBD,fuel_station,social_deprivation_6-10,0,#404387,6-8
4,0.0,8.0,Wellington RORO & CBD,fuel_station,social_deprivation_6-10,0,#440154,8+
5,0.0,,Wellington RORO & CBD,fuel_station,social_deprivation_6-10,0,black,isolated
0,0.0,0.0,Porirua North,fuel_station,social_deprivation_6-10,0,#79D151,0-2
1,0.0,2.0,Porirua North,fuel_station,social_deprivation_6-10,0,#22A784,2-4
2,0.0,4.0,Porirua North,fuel_station,social_deprivation_6-10,0,#29788E,4-6
3,0.0,6.0,Porirua North,fuel_station,social_deprivation_6-10,0,#404387,6-8
4,0.0,8.0,Porirua North,fuel_station,social_deprivation_6-10,0,#440154,8+
5,0.0,,Porirua North,fuel_station,social_deprivation_6-10,0,black,isolated
0,0.0,0.0,Titahi Bay,fuel_station,social_deprivation_6-10,0,#79D151,0-2
1,3696.0,2.0,Titahi Bay,fuel_station,social_deprivation_6-10,0,#22A784,2-4
2,576.0,4.0,Titahi Bay,fuel_station,social_deprivation_6-10,0,#29788E,4-6
3,0.0,6.0,Titahi Bay,fuel_station,social_deprivation_6-10,0,#404387,6-8
4,0.0,8.0,Titahi Bay,fuel_station,social_deprivation_6-10,0,#440154,8+
5,0.0,,Titahi Bay,fuel_station,social_deprivation_6-10,0,black,isolated
0,12945.0,0.0,Porirua East,fuel_station,social_deprivation_6-10,0,#79D151,0-2
1,5493.0,2.0,Porirua East,fuel_station,social_deprivation_6-10,0,#22A784,2-4
2,495.0,4.0,Porirua East,fuel_station,social_deprivation_6-10,0,#29788E,4-6
3,0.0,6.0,Porirua East,fuel_station,social_deprivation_6-10,0,#404387,6-8
4,0.0,8.0,Porirua East,fuel_station,social_deprivation_6-10,0,#440154,8+
5,0.0,,Porirua East,fuel_station,social_deprivation_6-10,0,black,isolated
0,2337.0,0.0,Porirua CBD,fuel_station,social_deprivation_6-10,0,#79D151,0-2
1,0.0,2.0,Porirua CBD,fuel_station,social_deprivation_6-10,0,#22A784,2-4
2,0.0,4.0,Porirua CBD,fuel_station,social_deprivation_6-10,0,#29788E,4-6
3,0.0,6.0,Porirua CBD,fuel_station,social_deprivation_6-10,0,#404387,6-8
4,0.0,8.0,Porirua CBD,fuel_station,social_deprivation_6-10,0,#440154,8+
5,0.0,,Porirua CBD,fuel_station,social_deprivation_6-10,0,black,isolated
0,2292.0,0.0,Petone,fuel_station,social_deprivation_6-10,0,#79D151,0-2
1,75.0,2.0,Petone,fuel_station,social_deprivation_6-10,0,#22A784,2-4
2,0.0,4.0,Petone,fuel_station,social_deprivation_6-10,0,#29788E,4-6
3,0.0,6.0,Petone,fuel_station,social_deprivation_6-10,0,#404387,6-8
4,0.0,8.0,Petone,fuel_station,social_deprivation_6-10,0,#440154,8+
5,0.0,,Petone,fuel_station,social_deprivation_6-10,0,black,isolated
0,26970.0,0.0,Lower Hutt,fuel_station,social_deprivation_6-10,0,#79D151,0-2
1,1152.0,2.0,Lower Hutt,fuel_station,social_deprivation_6-10,0,#22A784,2-4
2,0.0,4.0,Lower Hutt,fuel_station,social_deprivation_6-10,0,#29788E,4-6
3,0.0,6.0,Lower Hutt,fuel_station,social_deprivation_6-10,0,#404387,6-8
4,0.0,8.0,Lower Hutt,fuel_station,social_deprivation_6-10,0,#440154,8+
5,0.0,,Lower Hutt,fuel_station,social_deprivation_6-10,0,black,isolated
0,0.0,0.0,Western Hutt Hills,fuel_station,social_deprivation_6-10,0,#79D151,0-2
1,234.0,2.0,Western Hutt Hills,fuel_station,social_deprivation_6-10,0,#22A784,2-4
2,0.0,4.0,Western Hutt Hills,fuel_station,social_deprivation_6-10,0,#29788E,4-6
3,0.0,6.0,Western Hutt Hills,fuel_station,social_deprivation_6-10,0,#404387,6-8
4,0.0,8.0,Western Hutt Hills,fuel_station,social_deprivation_6-10,0,#440154,8+
5,0.0,,Western Hutt Hills,fuel_station,social_deprivation_6-10,0,black,isolated
0,561.0,0.0,Karori,fuel_station,social_deprivation_6-10,0,#79D151,0-2
1,1308.0,2.0,Karori,fuel_station,social_deprivation_6-10,0,#22A784,2-4
2,0.0,4.0,Karori,fuel_station,social_deprivation_6-10,0,#29788E,4-6
3,0.0,6.0,Karori,fuel_station,social_deprivation_6-10,0,#404387,6-8
4,0.0,8.0,Karori,fuel_station,social_deprivation_6-10,0,#440154,8+
5,0.0,,Karori,fuel_station,social_deprivation_6-10,0,black,isolated
0,5946.0,0.0,Johnsonville,fuel_station,social_deprivation_6-10,0,#79D151,0-2
1,357.0,2.0,Johnsonville,fuel_station,social_deprivation_6-10,0,#22A784,2-4
2,0.0,4.0,Johnsonville,fuel_station,social_deprivation_6-10,0,#29788E,4-6
3,0.0,6.0,Johnsonville,fuel_station,social_deprivation_6-10,0,#404387,6-8
4,0.0,8.0,Johnsonville,fuel_station,social_deprivation_6-10,0,#440154,8+
5,0.0,,Johnsonville,fuel_station,social_deprivation_6-10,0,black,isolated
0,13101.0,0.0,Newtown,fuel_station,social_deprivation_6-10,0,#79D151,0-2
1,402.0,2.0,Newtown,fuel_station,social_deprivation_6-10,0,#22A784,2-4
2,0.0,4.0,Newtown,fuel_station,social_deprivation_6-10,0,#29788E,4-6
3,0.0,6.0,Newtown,fuel_station,social_deprivation_6-10,0,#404387,6-8
4,0.0,8.0,Newtown,fuel_station,social_deprivation_6-10,0,#440154,8+
5,0.0,,Newtown,fuel_station,social_deprivation_6-10,0,black,isolated
0,1632.0,0.0,Stokes Valley,fuel_station,social_deprivation_6-10,0,#79D151,0-2
1,2523.0,2.0,Stokes Valley,fuel_station,social_deprivation_6-10,0,#22A784,2-4
2,0.0,4.0,Stokes Valley,fuel_station,social_deprivation_6-10,0,#29788E,4-6
3,0.0,6.0,Stokes Valley,fuel_station,social_deprivation_6-10,0,#404387,6-8
4,0.0,8.0,Stokes Valley,fuel_station,social_deprivation_6-10,0,#440154,8+
5,0.0,,Stokes Valley,fuel_station,social_deprivation_6-10,0,black,isolated
0,0.0,0.0,Eastbourne,fuel_station,social_deprivation_6-10,0,#79D151,0-2
1,0.0,2.0,Eastbourne,fuel_station,social_deprivation_6-10,0,#22A784,2-4
2,0.0,4.0,Eastbourne,fuel_station,social_deprivation_6-10,0,#29788E,4-6
3,0.0,6.0,Eastbourne,fuel_station,social_deprivation_6-10,0,#404387,6-8
4,0.0,8.0,Eastbourne,fuel_station,social_deprivation_6-10,0,#440154,8+
5,0.0,,Eastbourne,fuel_station,social_deprivation_6-10,0,black,isolated
0,1833.0,0.0,Tawa,fuel_station,social_deprivation_6-10,0,#79D151,0-2
1,564.0,2.0,Tawa,fuel_station,social_deprivation_6-10,0,#22A784,2-4
2,90.0,4.0,Tawa,fuel_station,social_deprivation_6-10,0,#29788E,4-6
3,0.0,6.0,Tawa,fuel_station,social_deprivation_6-10,0,#404387,6-8
4,0.0,8.0,Tawa,fuel_station,social_deprivation_6-10,0,#440154,8+
5,0.0,,Tawa,fuel_station,social_deprivation_6-10,0,black,isolated
0,165.0,0.0,Wellington Western Suburbs,fuel_station,social_deprivation_6-10,0,#79D151,0-2
1,303.0,2.0,Wellington Western Suburbs,fuel_station,social_deprivation_6-10,0,#22A784,2-4
2,0.0,4.0,Wellington Western Suburbs,fuel_station,social_deprivation_6-10,0,#29788E,4-6
3,0.0,6.0,Wellington Western Suburbs,fuel_station,social_deprivation_6-10,0,#404387,6-8
4,0.0,8.0,Wellington Western Suburbs,fuel_station,social_deprivation_6-10,0,#440154,8+
5,0.0,,Wellington Western Suburbs,fuel_station,social_deprivation_6-10,0,black,isolated
0,648.0,0.0,Wellington Southern Suburbs,fuel_station,social_deprivation_6-10,0,#79D151,0-2
1,468.0,2.0,Wellington Southern Suburbs,fuel_station,social_deprivation_6-10,0,#22A784,2-4
2,0.0,4.0,Wellington Southern Suburbs,fuel_station,social_deprivation_6-10,0,#29788E,4-6
3,0.0,6.0,Wellington Southern Suburbs,fuel_station,social_deprivation_6-10,0,#404387,6-8
4,0.0,8.0,Wellington Southern Suburbs,fuel_station,social_deprivation_6-10,0,#440154,8+
5,0.0,,Wellington Southern Suburbs,fuel_station,social_deprivation_6-10,0,black,isolated
0,0.0,0.0,Wellington Airport,fuel_station,social_deprivation_6-10,0,#79D151,0-2
1,0.0,2.0,Wellington Airport,fuel_station,social_deprivation_6-10,0,#22A784,2-4
2,0.0,4.0,Wellington Airport,fuel_station,social_deprivation_6-10,0,#29788E,4-6
3,0.0,6.0,Wellington Airport,fuel_station,social_deprivation_6-10,0,#404387,6-8
4,0.0,8.0,Wellington Airport,fuel_station,social_deprivation_6-10,0,#440154,8+
5,0.0,,Wellington Airport,fuel_station,social_deprivation_6-10,0,black,isolated
0,79725.0,0.0,All,health_services,social_deprivation_6-10,0,#79D151,0-2
1,39102.0,2.0,All,health_services,social_deprivation_6-10,0,#22A784,2-4
2,20343.0,4.0,All,health_services,social_deprivation_6-10,0,#29788E,4-6
3,7146.0,6.0,All,health_services,social_deprivation_6-10,0,#404387,6-8
4,16335.0,8.0,All,health_services,social_deprivation_6-10,0,#440154,8+
5,0.0,,All,health_services,social_deprivation_6-10,0,black,isolated
0,8154.0,0.0,Kapiti Coast,health_services,social_deprivation_6-10,0,#79D151,0-2
